I.Q. (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|Wrong Trousers, The (1993)|Empire Strikes Back, The (1980)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Star Trek: First Contact (1996)
Snow White and the Seven Dwarfs (1937)|Contact (1997)|Chasing Amy (1997)|Secrets & Lies (1996)|Dante's Peak (1997)|Pinocchio (1940)|Dragonheart (1996)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Amistad (1997)
Ed Wood (1994)|Crow, The (1994)|Free Willy (1993)|Citizen Kane (1941)|Delicatessen (1991)|Cyrano de Bergerac (1990)|Star Trek III: The Search for Spock (1984)|Matilda (1996)|Around the World in 80 Days (1956)|Annie Hall (1977)
Mr. Smith Goes to Washington (1939)|Sound of Music, The (1965)|Delicatessen (1991)|Blues Brothers, The (1980)|Amadeus (1984)|Starship Troopers (1997)|American in Paris, An (1951)|Jupiter's Wife (1994)|Letter From Death Row, A (1998)|Drunks (1995)
Chasing Amy (1997)|Secrets & Lies (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
True Romance (1993)|Snow White and the Seven Dwarfs (1937)|Jude (1996)|Ulee's Gold (1997)|Edge, The (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Great Day in Harlem, A (1994)|That Darn Cat! (1997)|She's the One (1996)
Babe (1995)|Wrong Trousers, The (1993)|Smilla's Sense of Snow (1997)|Air Bud (1997)|Absolute Power (1997)|Air Force One (1997)|In the Name of the Father (1993)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Men in Black (1997)|unknown|Scream (1996)|Midnight in the Garden of Good and Evil (1997)|Mother (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)
Devil's Advocate, The (1997)|Midnight in the Garden of Good and Evil (1997)|Crash (1996)|Playing God (1997)|Fire on the Mountain (1996)|Wishmaster (1997)|Seven Years in Tibet (1997)|Money Talks (1997)|Sliding Doors (1998)|Legal Deceit (1997)
Clockwork Orange, A (1971)|Back to the Future (1985)|In & Out (1997)|Client, The (1994)|Aladdin and the King of Thieves (1996)|Forbidden Planet (1956)|Annie Hall (1977)|Man Who Would Be King, The (1975)|Chinatown (1974)|Calendar Girl (1993)
Man Without a Face, The (1993)|To Kill a Mockingbird (1962)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|High Noon (1952)|Kiss Me, Guido (1997)|You So Crazy (1994)
Mighty Aphrodite (1995)|Spitfire Grill, The (1996)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Desperate Measures (1998)|Fallen (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Time Tracers (1995)
Fish Called Wanda, A (1988)|Private Benjamin (1980)|Delicatessen (1991)|Empire Strikes Back, The (1980)|Apocalypse Now (1979)|Blues Brothers, The (1980)|Cyrano de Bergerac (1990)|Client, The (1994)|Aladdin and the King of Thieves (1996)|Some Like It Hot (1959)
Nikita (La Femme Nikita) (1990)|Deceiver (1997)|Big Sleep, The (1946)|Traveller (1997)|Stephen King's The Langoliers (1995)|House of the Spirits, The (1993)|She's So Lovely (1997)|Mrs. Dalloway (1997)|Old Man and the Sea, The (1958)|Low Life, The (1994)
Clockwork Orange, A (1971)|Chasing Amy (1997)|Secrets & Lies (1996)|In the Name of the Father (1993)|Aladdin and the King of Thieves (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Billy Madison (1995)|Ed Wood (1994)|Santa Clause, The (1994)|Terminator 2: Judgment Day (1991)|Reservoir Dogs (1992)|Clockwork Orange, A (1971)|Army of Darkness (1993)|Sting, The (1973)|In the Name of the Father (1993)
Professional, The (1994)|Santa Clause, The (1994)|Sleepless in Seattle (1993)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Mr. Smith Goes to Washington (1939)|Jerry Maguire (1996)|In & Out (1997)|Game, The (1997)|Client, The (1994)|Boot, Das (1981)
Forrest Gump (1994)|Remains of the Day, The (1993)|Silence of the Lambs, The (1991)|Return of the Pink Panther, The (1974)|Private Benjamin (1980)|Return of the Jedi (1983)|Dead Poets Society (1989)|Star Trek VI: The Undiscovered Country (1991)|James and the Giant Peach (1996)|Around the World in 80 Days (1956)
Dirty Dancing (1987)|Monty Python and the Holy Grail (1974)|Full Metal Jacket (1987)|Jerry Maguire (1996)|In & Out (1997)|Midnight in the Garden of Good and Evil (1997)|Client, The (1994)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Around the World in 80 Days (1956)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Toy Story (1995)|Professional, The (1994)|Aladdin (1992)|Brazil (1985)|Army of Darkness (1993)|Up Close and Personal (1996)|Hoodlum (1997)|Naked Gun 33 1/3: The Final Insult (1994)|Rob Roy (1995)|Phantom, The (1996)
Four Rooms (1995)|Twelve Monkeys (1995)|Braveheart (1995)|Snow White and the Seven Dwarfs (1937)|Return of the Pink Panther, The (1974)|Private Benjamin (1980)|Ran (1985)|Somewhere in Time (1980)|Substance of Fire, The (1996)|Pyromaniac's Love Story, A (1995)
Four Rooms (1995)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Chasing Amy (1997)|L.A. Confidential (1997)|Jackie Brown (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|That Darn Cat! (1997)|You So Crazy (1994)
Ulee's Gold (1997)|Hoodlum (1997)|Air Force One (1997)|Schindler's List (1993)|Edge, The (1997)|Mad City (1997)|Waterworld (1995)|White Man's Burden (1995)|Last Time I Committed Suicide, The (1997)|You So Crazy (1994)
Aladdin (1992)|Swingers (1996)|Fish Called Wanda, A (1988)|Devil's Own, The (1997)|unknown|Marvin's Room (1996)|Aladdin and the King of Thieves (1996)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Maltese Falcon, The (1941)|Hate (Haine, La) (1995)
I.Q. (1994)|Princess Bride, The (1987)|Sting, The (1973)|Star Trek: First Contact (1996)|unknown|Midnight in the Garden of Good and Evil (1997)|Client, The (1994)|Body Snatcher, The (1945)|Short Cuts (1993)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Home Alone (1990)|Batman & Robin (1997)|Emma (1996)|Liar Liar (1997)|FairyTale: A True Story (1997)|Picnic (1955)|Last Supper, The (1995)|Beautiful Girls (1996)|Inspector General, The (1949)|Walkabout (1971)
Crow, The (1994)|Reservoir Dogs (1992)|Terminator, The (1984)|Breaking the Waves (1996)|Brady Bunch Movie, The (1995)|Aladdin and the King of Thieves (1996)|Hellraiser: Bloodline (1996)|Manchurian Candidate, The (1962)|Philadelphia (1993)|Up in Smoke (1978)
Bedknobs and Broomsticks (1971)|Parent Trap, The (1961)|Transformers: The Movie, The (1986)|Apartment, The (1960)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Seven (Se7en) (1995)|Braveheart (1995)|Taxi Driver (1976)|Rumble in the Bronx (1995)|Crow, The (1994)|Sleepless in Seattle (1993)|Nightmare Before Christmas, The (1993)|Dances with Wolves (1990)|Jude (1996)|Henry V (1989)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Striptease (1996)|Frighteners, The (1996)|Supercop (1992)|Austin Powers: International Man of Mystery (1997)|Rosewood (1997)|Dante's Peak (1997)|Jane Eyre (1996)|Stealing Beauty (1996)|Bottle Rocket (1996)
Unforgiven (1992)|Starship Troopers (1997)|Sabrina (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|Apt Pupil (1998)|Gandhi (1982)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Scream 2 (1997)
Muppet Treasure Island (1996)|Bad Boys (1995)|Four Weddings and a Funeral (1994)|Psycho (1960)|Terminator, The (1984)|Nikita (La Femme Nikita) (1990)|Parent Trap, The (1961)|Transformers: The Movie, The (1986)|Forbidden Planet (1956)|Around the World in 80 Days (1956)
Postino, Il (1994)|Striptease (1996)|Swingers (1996)|Shall We Dance? (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Ice Storm, The (1997)|You So Crazy (1994)
I.Q. (1994)|Legends of the Fall (1994)|Breakfast at Tiffany's (1961)|Dead Poets Society (1989)|Devil's Own, The (1997)|Chasing Amy (1997)|Children of the Corn: The Gathering (1996)|Forbidden Planet (1956)|James and the Giant Peach (1996)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
Seven (Se7en) (1995)|Ed Wood (1994)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Blues Brothers, The (1980)|Client, The (1994)|Forbidden Planet (1956)|Annie Hall (1977)|American in Paris, An (1951)|Touch of Evil (1958)
Twister (1996)|Citizen Kane (1941)|Nikita (La Femme Nikita) (1990)|Last of the Mohicans, The (1992)|In the Name of the Father (1993)|James and the Giant Peach (1996)|Some Like It Hot (1959)|Notorious (1946)|Lord of Illusions (1995)|Blue Angel, The (Blaue Engel, Der) (1930)
Citizen Kane (1941)|Princess Bride, The (1987)|Dead Poets Society (1989)|Tin Cup (1996)|Vertigo (1958)|Down by Law (1986)|American in Paris, An (1951)|Once Upon a Time in the West (1969)|Ran (1985)|Miami Rhapsody (1995)
Bad Boys (1995)|Wizard of Oz, The (1939)|Wrong Trousers, The (1993)|Delicatessen (1991)|Princess Bride, The (1987)|Star Trek: First Contact (1996)|Transformers: The Movie, The (1986)|Chinatown (1974)|Pump Up the Volume (1990)|Executive Decision (1996)
Spitfire Grill, The (1996)|Sleeper (1973)|Princess Bride, The (1987)|Henry V (1989)|Some Like It Hot (1959)|Bringing Up Baby (1938)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stand by Me (1986)|You So Crazy (1994)
Shall We Dance? (1996)|Tombstone (1993)|Trainspotting (1996)|White Man's Burden (1995)|Wild Bill (1995)|Body Snatchers (1993)|Boxing Helena (1993)|City Slickers II: The Legend of Curly's Gold (1994)|Jumanji (1995)|Great Day in Harlem, A (1994)
Professional, The (1994)|Snow White and the Seven Dwarfs (1937)|Raiders of the Lost Ark (1981)|Transformers: The Movie, The (1986)|Day the Earth Stood Still, The (1951)|Adventures of Robin Hood, The (1938)|American in Paris, An (1951)|Touch of Evil (1958)|Dead Man (1995)|Naked (1993)
Chasing Amy (1997)|Scream (1996)|How to Be a Player (1997)|One Flew Over the Cuckoo's Nest (1975)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Love Jones (1997)|You So Crazy (1994)
Midnight in the Garden of Good and Evil (1997)|U Turn (1997)|Hard Rain (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Operation Dumbo Drop (1995)|Citizen Ruth (1996)|187 (1997)|Wonderland (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Pretty Woman (1990)|You So Crazy (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Dead Man Walking (1995)|Swingers (1996)|Top Gun (1986)|Right Stuff, The (1983)|Star Trek: First Contact (1996)|Secrets & Lies (1996)|Ice Storm, The (1997)|Aladdin and the King of Thieves (1996)|Kalifornia (1993)
Legends of the Fall (1994)|Terminator 2: Judgment Day (1991)|Monty Python and the Holy Grail (1974)|Cinema Paradiso (1988)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Clockwork Orange, A (1971)|Field of Dreams (1989)|Chinatown (1974)|Strictly Ballroom (1992)
Angels and Insects (1995)|Wizard of Oz, The (1939)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|Home for the Holidays (1995)|Shooter, The (1995)
Professional, The (1994)|Dances with Wolves (1990)|Snow White and the Seven Dwarfs (1937)|Delicatessen (1991)|Cyrano de Bergerac (1990)|Indiana Jones and the Last Crusade (1989)|Austin Powers: International Man of Mystery (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Switchback (1997)
Swingers (1996)|Breaking the Waves (1996)|Men in Black (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)|Philadelphia (1993)
I.Q. (1994)|Outbreak (1995)|Sleeper (1973)|Dirty Dancing (1987)|Apocalypse Now (1979)|GoodFellas (1990)|Grosse Pointe Blank (1997)|Austin Powers: International Man of Mystery (1997)|Flower of My Secret, The (Flor de mi secreto, La) (1995)
Babe (1995)|Professional, The (1994)|Snow White and the Seven Dwarfs (1937)|Frighteners, The (1996)|Delicatessen (1991)|Empire Strikes Back, The (1980)|In & Out (1997)|As Good As It Gets (1997)|Transformers: The Movie, The (1986)|Philadelphia Story, The (1940)
Citizen Kane (1941)|Princess Bride, The (1987)|Bridge on the River Kwai, The (1957)|Unforgiven (1992)|Rosewood (1997)|Client, The (1994)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Ben-Hur (1959)|Shaggy Dog, The (1959)|Ghosts of Mississippi (1996)
Muppet Treasure Island (1996)|Rumble in the Bronx (1995)|Outbreak (1995)|Snow White and the Seven Dwarfs (1937)|Swingers (1996)|Apocalypse Now (1979)|Army of Darkness (1993)|Turbo: A Power Rangers Movie (1997)|Laura (1944)|Freeway (1996)
Mighty Aphrodite (1995)|Secrets & Lies (1996)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|City Slickers II: The Legend of Curly's Gold (1994)|Last Supper, The (1995)
Jurassic Park (1993)|Terminator 2: Judgment Day (1991)|Empire Strikes Back, The (1980)|Godfather: Part II, The (1974)|Under Siege (1992)|Down by Law (1986)|Hour of the Pig, The (1993)|Browning Version, The (1994)|House of the Spirits, The (1993)
Santa Clause, The (1994)|Hudsucker Proxy, The (1994)|Private Benjamin (1980)|Princess Bride, The (1987)|GoodFellas (1990)|Star Trek VI: The Undiscovered Country (1991)|Men in Black (1997)|Aladdin and the King of Thieves (1996)|Harold and Maude (1971)|Bringing Up Baby (1938)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Cold Comfort Farm (1995)|When Harry Met Sally... (1989)|Breaking the Waves (1996)|Smilla's Sense of Snow (1997)|Hoodlum (1997)|Pinocchio (1940)|Very Brady Sequel, A (1996)|Great White Hype, The (1996)|Bulletproof (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Sleepless in Seattle (1993)|Spitfire Grill, The (1996)|Godfather: Part II, The (1974)|Sting, The (1973)|This Is Spinal Tap (1984)|My Own Private Idaho (1991)|Dark City (1998)|Corrina, Corrina (1994)|Crooklyn (1994)
Pulp Fiction (1994)|Snow White and the Seven Dwarfs (1937)|Swingers (1996)|Mirror Has Two Faces, The (1996)|Sabrina (1995)|Kalifornia (1993)|Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)|Ghosts of Mississippi (1996)|Stalker (1979)|Hideaway (1995)
Hoodlum (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Crash (1996)|My Life as a Dog (Mitt liv som hund) (1985)|Species (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Flubber (1997)
Terminator 2: Judgment Day (1991)|Moll Flanders (1996)|Delicatessen (1991)|Empire Strikes Back, The (1980)|12 Angry Men (1957)|Jaws (1975)|Vampire in Brooklyn (1995)|Village of the Damned (1995)|To Live (Huozhe) (1994)|Shallow Grave (1994)
Schindler's List (1993)|Crash (1996)|My Own Private Idaho (1991)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Wishmaster (1997)
Lone Star (1996)|Donnie Brasco (1997)|Hoodlum (1997)|Crash (1996)|Critical Care (1997)|Spawn (1997)|Farinelli: il castrato (1994)|Fan, The (1996)|Underworld (1997)|Other Voices, Other Rooms (1997)
Richard III (1995)|Outbreak (1995)|Professional, The (1994)|Shawshank Redemption, The (1994)|Crow, The (1994)|Kansas City (1996)|Monty Python and the Holy Grail (1974)|Henry V (1989)|Cinderella (1950)|Transformers: The Movie, The (1986)
Braveheart (1995)|Spitfire Grill, The (1996)|Citizen Kane (1941)|2001: A Space Odyssey (1968)|Private Benjamin (1980)|Clockwork Orange, A (1971)|Terminator, The (1984)|Client, The (1994)|Magnificent Seven, The (1954)|Ran (1985)
Seven (Se7en) (1995)|Braveheart (1995)|Mr. Smith Goes to Washington (1939)|Empire Strikes Back, The (1980)|12 Angry Men (1957)|Return of the Jedi (1983)|GoodFellas (1990)|Alien (1979)|American in Paris, An (1951)|Thin Blue Line, The (1988)
I.Q. (1994)|Apocalypse Now (1979)|Smilla's Sense of Snow (1997)|Good Will Hunting (1997)|Cop Land (1997)|Robin Hood: Prince of Thieves (1991)|Last Supper, The (1995)|Benny & Joon (1993)|Great Day in Harlem, A (1994)|Savage Nights (Nuits fauves, Les) (1992)
Mighty Aphrodite (1995)|Snow White and the Seven Dwarfs (1937)|Frighteners, The (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)
Professional, The (1994)|Santa Clause, The (1994)|Return of the Jedi (1983)|Blues Brothers, The (1980)|Some Like It Hot (1959)|Casablanca (1942)|Annie Hall (1977)|Once Upon a Time in the West (1969)|Touch of Evil (1958)|American President, The (1995)
Seven (Se7en) (1995)|Professional, The (1994)|Sleepless in Seattle (1993)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|GoodFellas (1990)|Graduate, The (1967)|Star Trek: First Contact (1996)|James and the Giant Peach (1996)|Some Like It Hot (1959)|Casablanca (1942)
Frighteners, The (1996)|Fish Called Wanda, A (1988)|Return of the Jedi (1983)|Henry V (1989)|Devil's Own, The (1997)|Tin Cup (1996)|Killing Fields, The (1984)|Somewhere in Time (1980)|House of the Spirits, The (1993)|Dead Man (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|French Twist (Gazon maudit) (1995)|I.Q. (1994)|Dirty Dancing (1987)|101 Dalmatians (1996)|Miracle on 34th Street (1994)|Alice in Wonderland (1951)|Village of the Damned (1995)|Rocket Man (1997)|Feast of July (1995)
Seven (Se7en) (1995)|I.Q. (1994)|Wrong Trousers, The (1993)|Right Stuff, The (1983)|Forbidden Planet (1956)|James and the Giant Peach (1996)|East of Eden (1955)|Bringing Up Baby (1938)|Magnificent Seven, The (1954)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Twelve Monkeys (1995)|I.Q. (1994)|Aladdin (1992)|Dances with Wolves (1990)|Unforgiven (1992)|James and the Giant Peach (1996)|Some Like It Hot (1959)|Bringing Up Baby (1938)|Rear Window (1954)|Locusts, The (1997)
unknown|Ulee's Gold (1997)|Fly Away Home (1996)|Rainmaker, The (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Jackie Brown (1997)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Winter Guest, The (1997)
Long Kiss Goodnight, The (1996)|Cyrano de Bergerac (1990)|Indiana Jones and the Last Crusade (1989)|Under Siege (1992)|Leaving Las Vegas (1995)|Matilda (1996)|Around the World in 80 Days (1956)|Robin Hood: Prince of Thieves (1991)|Last Supper, The (1995)|Freeway (1996)
I.Q. (1994)|Sleepless in Seattle (1993)|Home Alone (1990)|Fargo (1996)|Striptease (1996)|Breakfast at Tiffany's (1961)|Monty Python and the Holy Grail (1974)|This Is Spinal Tap (1984)|Duck Soup (1933)|Inspector General, The (1949)
Aladdin (1992)|Snow White and the Seven Dwarfs (1937)|Jude (1996)|Cinema Paradiso (1988)|12 Angry Men (1957)|Full Metal Jacket (1987)|Star Trek: First Contact (1996)|In & Out (1997)|Spy Hard (1996)|Around the World in 80 Days (1956)
True Romance (1993)|Striptease (1996)|Unhook the Stars (1996)|Good Will Hunting (1997)|River Wild, The (1994)|Interview with the Vampire (1994)|Mary Shelley's Frankenstein (1994)|Tales from the Hood (1995)|Picnic (1955)|Benny & Joon (1993)
Chasing Amy (1997)|Rainmaker, The (1997)|Jackie Brown (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Santa Clause, The (1994)|Jean de Florette (1986)|Last of the Mohicans, The (1992)|Children of the Corn: The Gathering (1996)|Farewell My Concubine (1993)|Renaissance Man (1994)|Until the End of the World (Bis ans Ende der Welt) (1991)|Once Were Warriors (1994)|Drunks (1995)|Mostro, Il (1994)
Babe (1995)|Seven (Se7en) (1995)|Muppet Treasure Island (1996)|Reservoir Dogs (1992)|Clockwork Orange, A (1971)|Dead Poets Society (1989)|Apt Pupil (1998)|Around the World in 80 Days (1956)|Chinatown (1974)|Visitors, The (Visiteurs, Les) (1993)
Men in Black (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Thousand Acres, A (1997)|Beautician and the Beast, The (1997)|You So Crazy (1994)
Schindler's List (1993)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Taxi Driver (1976)|Swingers (1996)|Unforgiven (1992)|Indiana Jones and the Last Crusade (1989)|Fierce Creatures (1997)|Donnie Brasco (1997)|Fantasia (1940)|Three Caballeros, The (1945)|Sex, Lies, and Videotape (1989)|Ice Storm, The (1997)
Full Monty, The (1997)|In & Out (1997)|L.A. Confidential (1997)|Dante's Peak (1997)|Edge, The (1997)|Wes Craven's New Nightmare (1994)|Speed (1994)|Wishmaster (1997)|Benny & Joon (1993)|MatchMaker, The (1997)
Jude (1996)|Henry V (1989)|Field of Dreams (1989)|Secrets & Lies (1996)|Marvin's Room (1996)|My Own Private Idaho (1991)|Swiss Family Robinson (1960)|Robin Hood: Prince of Thieves (1991)|Wishmaster (1997)|Mr. Magoo (1997)
Muppet Treasure Island (1996)|I.Q. (1994)|Pulp Fiction (1994)|Jurassic Park (1993)|Brazil (1985)|Graduate, The (1967)|Starship Troopers (1997)|Apt Pupil (1998)|Client, The (1994)|Spy Hard (1996)
Richard III (1995)|Santa Clause, The (1994)|Cold Comfort Farm (1995)|Shining, The (1980)|Trainspotting (1996)|Mary Shelley's Frankenstein (1994)|Quick and the Dead, The (1995)|Stephen King's The Langoliers (1995)|Tales from the Hood (1995)|Airheads (1994)
Crow, The (1994)|Raiders of the Lost Ark (1981)|Dead Poets Society (1989)|Nikita (La Femme Nikita) (1990)|Bridge on the River Kwai, The (1957)|Under Siege (1992)|Fly Away Home (1996)|Magnificent Seven, The (1954)|Gandhi (1982)|For the Moment (1994)
Taxi Driver (1976)|Kids in the Hall: Brain Candy (1996)|Striptease (1996)|Swingers (1996)|River Wild, The (1994)|Jack (1996)|Quick and the Dead, The (1995)|Stephen King's The Langoliers (1995)|Murder, My Sweet (1944)|Shiloh (1997)
Terminator 2: Judgment Day (1991)|Sound of Music, The (1965)|Apocalypse Now (1979)|Evil Dead II (1987)|This Is Spinal Tap (1984)|Field of Dreams (1989)|Mimic (1997)|Some Like It Hot (1959)|Ben-Hur (1959)
Sound of Music, The (1965)|Private Benjamin (1980)|Princess Bride, The (1987)|Transformers: The Movie, The (1986)|To Kill a Mockingbird (1962)|Carrie (1976)|Congo (1995)|Shaggy Dog, The (1959)|Pyromaniac's Love Story, A (1995)|New York Cop (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Spitfire Grill, The (1996)|Monty Python and the Holy Grail (1974)|Brazil (1985)|Raging Bull (1980)|Under Siege (1992)|Mimic (1997)|Spy Hard (1996)|M (1931)
Mighty Aphrodite (1995)|Professional, The (1994)|Spitfire Grill, The (1996)|Brazil (1985)|Return of the Jedi (1983)|Amadeus (1984)|Nikita (La Femme Nikita) (1990)|Fifth Element, The (1997)|Vertigo (1958)|Gandhi (1982)
Chasing Amy (1997)|River Wild, The (1994)|Rosewood (1997)|Midnight in the Garden of Good and Evil (1997)|Deconstructing Harry (1997)|Some Like It Hot (1959)|Broken Arrow (1996)|American in Paris, An (1951)|Balto (1995)|Escape to Witch Mountain (1975)
I.Q. (1994)|Forrest Gump (1994)|Aladdin (1992)|Wizard of Oz, The (1939)|Delicatessen (1991)|Princess Bride, The (1987)|Apocalypse Now (1979)|Cyrano de Bergerac (1990)|Magnificent Seven, The (1954)|For Whom the Bell Tolls (1943)
Dead Man Walking (1995)|Ed Wood (1994)|Sleepless in Seattle (1993)|Gone with the Wind (1939)|Sound of Music, The (1965)|Henry V (1989)|Chasing Amy (1997)|Client, The (1994)|Annie Hall (1977)|Crying Game, The (1992)
Richard III (1995)|Supercop (1992)|Wizard of Oz, The (1939)|Private Benjamin (1980)|Graduate, The (1967)|Sabrina (1995)|Carrie (1976)|Vertigo (1958)|Killing Fields, The (1984)|Glory (1989)
Twelve Monkeys (1995)|Muppet Treasure Island (1996)|Terminator 2: Judgment Day (1991)|Spitfire Grill, The (1996)|Wizard of Oz, The (1939)|Sound of Music, The (1965)|Delicatessen (1991)|Blues Brothers, The (1980)|House of the Spirits, The (1993)|War Room, The (1993)
Seven (Se7en) (1995)|Ed Wood (1994)|Abyss, The (1989)|Princess Bride, The (1987)|12 Angry Men (1957)|Tin Cup (1996)|Philadelphia Story, The (1940)|American in Paris, An (1951)|Meet Me in St. Louis (1944)|Two Bits (1995)
Event Horizon (1997)|Hoodlum (1997)|Cop Land (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Vegas Vacation (1997)|Soul Food (1997)|You So Crazy (1994)
I.Q. (1994)|Santa Clause, The (1994)|Four Weddings and a Funeral (1994)|Aladdin (1992)|Dances with Wolves (1990)|Spitfire Grill, The (1996)|Sound of Music, The (1965)|Apocalypse Now (1979)|Magnificent Seven, The (1954)|Annie Hall (1977)
Smilla's Sense of Snow (1997)|Men in Black (1997)|Gattaca (1997)|L.A. Confidential (1997)|Mother (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|You So Crazy (1994)
